Complete Availability,,,,,,,,,,
"WEEK OF SEPTEMBER 14, 2026",,,,,,,,,,
QTY,Plant Name,Size,Price 1,Price 2,Avail,Next Date,Ratings,,,
,Molinia 'Skyracer',#1,7.59,9.00,296,,Blooming,,,
,Molinia 'Skyracer',2GA,9.52,11.28,179,,Small Looks Good,,,
,Panicum virg. 'Heavy Metal',2GA,9.52,11.28,161,,Retail Foliage,,,
,Panicum virg. 'Northwind',#1,7.59,9.00,362,,Bud & Bloom,,,
,Panicum virg. 'Northwind',2GA,9.52,11.28,185,,Retail Foliage,,,
,Panicum virg. 'Rotstrahlbusch',2GA,9.52,11.28,254,,Bud & Bloom,,,
,Panicum virg. Ruby Ribbons™,#1,7.59,9.00,182,,Bud & Bloom,,,
,Panicum virg. 'Shenandoah',#1,7.59,9.00,124,,Fair Foliage,,,
,Panicum virg. 'Shenandoah',2GA,9.52,11.28,366,,Blooming,,,
,Panicum virgatum LE,#1,7.59,9.00,1257,,Blooming,,,
,Panicum virgatum LE,TRAY 50,85.00,85.00,68,,Ready,,,
,Pennisetum 'Hameln',2GA,8.48,10.04,866,,Blooming,,,
,Schizachyrium 'Carousel',2GA,9.52,11.28,154,,Retail Foliage,,,
,Schizachyrium scop. Standing Ovation,#1,7.59,9.00,179,,Retail Foliage,,,
,Schizachyrium scoparium,#1,7.59,9.00,149,,Blooming,,,
,Schizachyrium 'Blue Heaven'™,#1,7.59,9.00,134,,Budded,,,
,Schizachyrium 'Blue Heaven'™,2GA,9.52,11.28,80,Sep 28,Retail Foliage,,,
,Schizachyrium 'Cinnamon Sticks',#1,7.59,9.00,212,,Retail Foliage,,,
,Sorghastrum nutans,#1,7.59,9.00,56,,Blooming,,,
,Sorghastrum nutans,2GA,9.52,11.28,216,,Retail Foliage,,,
,Sporobolus heterolepis,#1,7.59,9.00,4744,,Blooming,,,
,Gypsophila repens 'Rosea',2QT,6.08,7.12,238,,Leafing Out,,,
,Gypsophila repens 'White',2QT,6.08,7.12,43,,Retail Foliage,,,
,Helenium 'Mardi Gras',#1,7.59,9.00,24,Sep 28,Retail Foliage,,,
,Helenium Mariachi™ 'Bandera',#1,7.59,9.00,73,,"Blooming, Fair Foliage",,,
,Helenium Mariachi™ 'Siesta',#1,7.59,9.00,192,,"Blooming, Small Tops",,,
,Helenium aut. 'Sahin's Early Flowerer',#1,7.59,9.00,152,,Leafing Out,,,
,Helenium autumnale LE,#1,7.59,9.00,353,Oct 5,Retail Foliage,,,
,Helenium autumnale LE,TRAY 50,85.00,85.00,19,,Ready,,,
,Helenium flexuosum LE,#1,7.59,9.00,234,Sep 28,Cut Back,,,
,Helenium flexuosum LE,TRAY 50,90.00,90.00,41,,Ready,,,
,Helianthus 'Autumn Gold',TRGA,7.28,8.68,263,,Budded,,,
,Helianthus 'Lemon Queen',TRGA,8.32,9.93,354,,Bud & Bloom,,,
X,Helianthus decapetalus LE,#1,7.59,9.00,0,Sep 21,,,,
X,Helianthus divaricatus LE,#1,7.59,9.00,0,Sep 28,,,,
X,Heliopsis 'Sole Scuro',#1,7.59,9.00,0,Oct 12,,,,
,Heliopsis h. 'Fire Twister',#1,8.68,10.30,15,,Blooming,,,
X,Heliopsis helianthoides,#1,6.29,7.38,0,Sep 21,,,,
,Helleborus 'Blushing Bridesmaid',#1,9.83,11.60,315,,Small Looks Good,,,
,Helleborus 'California Dreaming',#1,9.83,11.60,613,,Small Looks Good,,,
,Helleborus 'Dark and Handsome',#1,9.83,11.60,315,,Retail Foliage,,,
,Helleborus 'French Kiss',#1,9.83,11.60,173,,Retail Foliage,,,
,Helleborus 'Ivory Prince',#1,9.83,11.60,1716,,Small Looks Good,,,
,Helleborus 'Rio Carnival',#1,9.83,11.60,318,,Small Looks Good,,,
,Helleborus 'Rome in Red',#1,9.83,11.60,189,,Retail Foliage,,,
,Helleborus 'Sandy Shores',#1,9.83,11.60,372,,Retail Foliage,,,
,Helleborus 'Shotgun Wedding',#1,9.83,11.60,343,,Small Looks Good,,,
,Helleborus 'Spanish Flare',#1,9.83,11.60,383,,Small Looks Good,,,
,Helleborus 'Royal Heritage'™,#1,8.68,10.30,446,,Small Looks Good,,,
,Helleborus Winter Magic™ 'Candy Love',#1,9.83,11.60,1547,,Retail Foliage,,,
,Helleborus Brandywine™ Hybrids,#1,8.68,10.30,820,,Small Looks Good,,,
,Helleborus 'Pine Knot Select Strain',#1,8.68,10.30,261,,Small Looks Good,,,
,Helleborus Winter Magic™ 'Snow Love',#1,9.83,11.60,1520,,Retail Foliage,,,
,Hemerocallis 'Alabama Jubilee',#1,8.68,10.30,559,,Budded,,,
,Hemerocallis 'Apricot Sparkles',#1,7.59,9.00,379,,Retail Foliage,,,
,Hemerocallis 'Barbara Mitchell',#1,8.68,10.30,271,,Budded,,,
,Hemerocallis 'Bela Lugosi',#1,7.59,9.00,259,,Retail Foliage,,,
,Hemerocallis 'Bertie Ferris',#1,6.29,7.38,237,,Bud & Bloom,,,
,Hemerocallis 'Big Time Happy',#1,6.29,7.38,381,Sep 28,Retail Foliage,,,
,Hemerocallis 'Bright Sunset',#1,7.59,9.00,171,,Budded,,,
,Hemerocallis 'Buttered Popcorn',#1,7.59,9.00,423,,Retail Foliage,,,
,Hemerocallis 'Catherine Woodbury',#1,6.29,7.38,274,,Bud & Bloom,,,
,Hemerocallis 'Desert Flame',#1,7.59,9.00,210,Sep 28,Retail Foliage,,,
,Hemerocallis 'Fooled Me',#1,8.68,10.30,326,,Retail Foliage,,,
,Hemerocallis 'Funny Valentine',#1,7.59,9.00,256,,Budded,,,
,Hemerocallis 'Happy Returns',2QT,6.08,7.12,1507,,Retail Foliage,,,
,Hemerocallis 'Hyperion',#1,7.59,9.00,199,,Bud & Bloom,,,
,Hemerocallis 'Joan Senior',#1,7.59,9.00,168,,Retail Foliage,,,
,Hemerocallis 'Little Grapette',#1,6.29,7.38,265,,Retail Foliage,,,
,Hemerocallis 'Marque Moon',#1,7.59,9.00,171,,Retail Foliage,,,
,Hemerocallis 'Mary Todd',#1,7.59,9.00,411,Sep 21,Retail Foliage,,,
,Hemerocallis 'Mauna Loa',#1,6.29,7.38,10,,Retail Foliage,,,
,Hemerocallis 'Mighty Chestnut',#1,7.59,9.00,238,,Budded,,,
,Hemerocallis 'Pandora's Box',#1,6.29,7.38,119,Sep 21,Retail Foliage,,,
,Hemerocallis 'Pardon Me',#1,6.29,7.38,119,Sep 28,Retail Foliage,,,
,Hemerocallis 'Purple de Oro',#1,7.59,9.00,13,,Retail Foliage,,,
,Hemerocallis 'Rocket City',#1,7.59,9.00,325,,Retail Foliage,,,
X,Hemerocallis 'Rosy Returns',#1,7.59,9.00,0,Sep 28,,,,
,Hemerocallis 'Scottish Fantasy',#1,7.59,9.00,252,,Retail Foliage,,,
,Hemerocallis 'South Seas',#1,7.59,9.00,198,,Bud & Bloom,,,
,Hemerocallis 'Stella de Oro',2QT,6.08,7.12,1631,,Bud & Bloom,,,
,Hemerocallis citrina,2QT,6.08,7.12,697,,Retail Foliage,,,
,Hemerocallis flava,2QT,7.44,8.79,464,,Retail Foliage,,,
,Heuchera 'Black Beauty',2QT,7.44,8.79,194,,Small Looks Good,,,
,Heuchera FOREVER™ Purple,2QT,7.44,8.79,189,,Retail Foliage,,,
,Heuchera 'Fire Chief',2QT,7.44,8.79,309,,Small Looks Good,,,
,Heuchera 'Frosted Violet',2QT,7.44,8.79,395,,Retail Foliage,,,
,Heuchera 'Glitter',2QT,8.48,10.04,159,,Small Looks Good,,,
,Heuchera NORTHERN EXPOSURE™ Lime,2QT,7.44,8.79,11,,Small Looks Good,,,
,Heuchera 'Obsidian',2QT,7.44,8.79,326,,Retail Foliage,,,
,Heuchera 'Peach Smoothie',2QT,7.44,8.79,178,,Small Looks Good,,,
,Heuchera 'Silver Scrolls',2QT,7.44,8.79,11,,Retail Foliage,,,
,Heuchera a.v. americana,2QT,6.08,7.12,308,,Small Looks Good,,,
,Heuchera americana 'Green Spice',2QT,7.44,8.79,538,,Retail Foliage,,,
,Heuchera longiflora,2QT,7.44,8.79,560,,Fair Foliage,,,
,Heuchera villosa 'Autumn Bride',#1,7.59,9.00,180,,Retail Foliage,,,
,Heuchera villosa 'Bronze Wave',2QT,7.44,8.79,214,,Retail Foliage,,,
,Heucherella 'Pink Revolution'™,2QT,7.44,8.79,417,,Retail Foliage,,,
,Heucherella 'Solar Eclipse',2QT,7.44,8.79,326,Sep 21,Fair Foliage,,,
,Heucherella 'Sweet Tea',2QT,7.44,8.79,206,,Retail Foliage,,,
,Hibiscus 'Blackberry Merlot',3GA,15.60,15.60,151,,"Blooming, Fair Foliage",,,
,Hibiscus 'Midnight Marvel',3GA,15.60,15.60,179,,"Blooming, Fair Foliage",,,
,Hibiscus 'Starry Starry Night',3GA,15.60,15.60,35,,"Blooming, Fair Foliage",,,
,Hibiscus moscheutos LE,#1,8.68,10.30,20,Oct 5,Fall Color,,,
,Hosta 'August Moon',#1,6.29,7.38,159,,Retail Foliage,,,
,Hosta 'Blue Mouse Ears',1QT,5.04,5.93,209,,Retail Foliage,,,
,Hosta 'Blueberry Muffin',#1,6.29,7.38,425,,Retail Foliage,,,
,Hosta 'Blueberry Muffin',TRGA,9.36,11.18,8,,Fair Foliage,,,
,Hosta 'Cameo',1QT,6.03,7.23,198,,Retail Foliage,,,
,Hosta 'Curly Fries',1QT,5.04,5.93,120,,Retail Foliage,,,
,Hosta 'Fire Island',#1,6.29,7.38,78,,Retail Foliage,,,
,Hosta 'Firn Line',#1,8.68,10.30,11,,Fair Foliage,,,
,Hosta 'Frances Williams',TRGA,7.28,8.68,32,,Fair Foliage,,,
,Hosta 'Great Expectations',#1,6.29,7.38,316,,Retail Foliage,,,
,Hosta 'Guacamole',#1,6.29,7.38,209,,Blooming,,,
,Hosta 'Maui Buttercups',#1,8.68,10.30,89,,Retail Foliage,,,
,Hosta 'Mighty Mouse',1QT,5.04,5.93,167,,Retail Foliage,,,
,Hosta 'Mini Skirt',1QT,6.03,7.23,198,,Retail Foliage,,,
,Hosta 'Munchkin Fire',1QT,5.04,5.93,77,,Retail Foliage,,,
,Hosta 'Pandora's Box',1QT,5.04,5.93,251,,Retail Foliage,,,
,Hosta 'Paradigm',#1,6.29,7.38,256,,Retail Foliage,,,
,Hosta 'Patriot',#1,6.29,7.38,488,,Retail Foliage,,,
,Hosta 'Pilgrim',#1,6.29,7.38,17,,Fair Foliage,,,
,Hosta 'School Mouse',1QT,5.04,5.93,252,,Retail Foliage,,,
,Hosta 'Stained Glass',#1,6.29,7.38,170,,Blooming,,,
,Hosta 'Sugar Daddy',TRGA,8.32,9.93,60,,Fair Foliage,,,
,Hosta 'Sun Mouse',1QT,5.04,5.93,224,,Retail Foliage,,,
,Hosta 'Wide Brim',#1,6.29,7.38,102,,Fair Foliage,,,
,Iberis semp. 'Alexander's White',#1,7.59,9.00,146,,Small Looks Good,,,
,Ionactis linariifolia LE,2QT,7.44,8.79,505,,"Blooming, Small Tops",,,
,Ionactis linariifolia LE,TRAY 50,85.00,85.00,16,,Ready,,,
,Iris cristata,1QT,5.04,5.93,1603,,Retail Foliage,,,
,Iris cristata 'Tennessee White',1QT,5.04,5.93,470,,Retail Foliage,,,
,Iris ensata 'Darling',#1,7.59,9.00,229,,Retail Foliage,,,
,Iris ensata 'Gold Bound',#1,7.59,9.00,497,,Retail Foliage,,,
,Iris ensata 'Katy Mendez',#1,7.59,9.00,314,,Retail Foliage,,,
,Iris ensata 'Variegata',#1,7.59,9.00,1521,,Retail Foliage,,,
,Iris sibirica 'Caesar's Brother',#1,6.29,7.38,1384,,Retail Foliage,,,
,Iris sibirica 'Contrast in Styles',#1,7.59,9.00,44,,Fair Foliage,,,
,Iris sibirica 'Cote d'Azur',#1,7.59,9.00,241,,Fair Foliage,,,
,Iris sibirica 'Dear Delight',#1,7.59,9.00,26,,Fair Foliage,,,
,Iris sibirica 'Moon Silk',#1,7.59,9.00,127,,Fair Foliage,,,
,Iris siberica 'Purring Tiger',#1,8.68,10.30,314,,Fair Foliage,,,
,Iris sibirica 'Ruffled Velvet',#1,7.59,9.00,208,,Fair Foliage,,,
,Iris sibirica 'Summer Revels',#1,6.29,7.38,78,,Fair Foliage,,,
,Iris versicolor,2QT,6.08,7.12,7,,Fair Foliage,,,
X,Iris versicolor LE,2QT,7.44,8.79,0,Oct 12,,,,
,Iris versicolor 'Purple Flame',#1,8.68,10.30,32,Sep 21,Retail Foliage,,,
X,Kalimeris incisa 'Blue Star',#1,6.29,7.38,0,Sep 28,,,,
,Kirengeshoma palmata,TRGA,9.36,11.18,212,,Budded,,,
,Knautia macedonica,#1,6.29,7.38,191,,Retail Foliage,,,
,Lamiastrum galeobdolon 'Florentinum',1QT,4.11,4.84,1588,,Retail Foliage,,,
,Lamium maculatum 'White Nancy',#1,6.29,7.38,19,,Retail Foliage,,,
,Lathyrus vernus,2QT,7.44,8.79,74,Sep 21,Cut Back,,,
,Lavandula 'Sensational!'®,#1,6.29,7.38,112,,Blooming,,,
,Lavandula × intermedia 'Provence',#1,6.29,7.38,14,,Retail Foliage,,,
,Leontopodium alpinum,2QT,6.08,7.12,251,,Retail Foliage,,,
X,Leucanthemum 'Becky',#1,6.29,7.38,0,Sep 28,,,,
X,Leucanthemum 'Becky',TRGA,7.28,8.68,0,Sep 21,,,,
,Leucanthemum 'Goldfinch',#1,6.29,7.38,249,Sep 28,Fair Foliage,,,
,"Leucanthemum x superbum ""Snow Lady""",#1,6.29,7.38,365,,Fair Foliage,,,
,Lewisia 'Little Mango',2QT,6.08,7.12,130,Oct 19,Retail Foliage,,,
,Lewisia 'Little Plum',2QT,6.08,7.12,16,Oct 19,Small Looks Good,,,
,Liatris microcephala,#1,7.59,9.00,310,,Bud & Bloom,,,
X,Liatris n.a. var.novae-angliae LE,#1,7.59,9.00,0,Sep 28,,,,
,Liatris spicata,#1,7.59,9.00,35,,Cut Back,,,
,Liatris 'Floristan White',#1,7.59,9.00,428,,Leafing Out,,,
,Liatris 'Kobold Original',#1,7.59,9.00,473,,Leafing Out,,,
,Ligularia 'Little Rocket',TRGA,8.32,9.93,185,,Fair Foliage,,,
,Ligularia dentata 'Osiris Fantaisie',TRGA,10.50,12.53,188,,Retail Foliage,,,
,Ligularia dentata 'Twilight',TRGA,8.32,9.93,487,,Retail Foliage,,,
,Ligularia stenocephala 'The Rocket',TRGA,7.28,8.68,313,,Retail Foliage,,,
,Limonium 'Dazzle Rocks',#1,7.59,9.00,302,,Small Looks Good,,,
X,Limonium latifolium,#1,6.29,7.38,0,Sep 28,,,,
,Liriope spicata,1QT,4.11,4.84,1826,,Retail Foliage,,,
,Lobelia siphilitica,#1,6.29,7.38,226,,Leafing Out,,,
,Lupinus 'The Governor',#1,6.29,7.38,17,,Fair Foliage,,,
X,Lysimachia clethroides,#1,6.29,7.38,0,Oct 5,,,,
,Lysimachia lanceolata v. purpurea,#1,6.29,7.38,186,,Small Looks Good,,,
,Macleaya microcarpa 'Kelways Coral Plume',TRGA,9.36,11.18,310,,Fair Foliage,,,
X,Meehania cordata,2QT,8.48,10.04,0,Sep 21,,,,
,Micranthes virginiensis LE,2QT,7.44,8.79,285,,Retail Foliage,,,
,Micranthes virginiensis LE,TRAY 50,90.00,90.00,16,Sep 28,Ready,,,
,Mimulus ringens LE,#1,7.59,9.00,146,Oct 5,Retail Foliage,,,
,Mimulus ringens LE,TRAY 50,77.50,77.50,15,,Ready,,,
X,Mitella diphylla,1QT,5.04,5.93,0,Sep 28,,,,
,Monarda Bee-You® Bee Lieve™,#1,6.29,7.38,158,Sep 28,Retail Foliage,,,
,Monarda Bee-You ® Bee True™,#1,6.29,7.38,86,Sep 28,Retail Foliage,,,
,Monarda 'Purple Rooster',#1,6.29,7.38,396,,Retail Foliage,,,
X,Monarda 'Jacob Cline',#1,6.29,7.38,0,Sep 28,,,,
,Monarda 'Marshall's Delight',#1,6.29,7.38,236,Sep 28,Retail Foliage,,,
X,Monarda 'Raspberry Wine',#1,6.29,7.38,0,Sep 28,,,,
X,Monarda fistulosa LE,#1,7.59,9.00,0,Sep 28,,,,
X,Monarda × 'Claire Grace',#1,6.29,7.38,0,Sep 28,,,,
,Monarda fistulosa LE,TRAY 50,77.50,77.50,54,,Ready,,,
X,Monarda punctata LE,#1,7.59,9.00,0,Oct 5,,,,
,Mukdenia 'Crimson Fans',#1,8.68,10.30,509,,Retail Foliage,,,
,Mukgenia NOVA™ 'Flame',#1,8.68,10.30,338,,Retail Foliage,,,
,Nepeta 'Junior Walker™',#1,6.29,7.38,273,,Bud & Bloom,,,
,Nepeta 'Early Bird',#1,6.29,7.38,292,,Bud & Bloom,,,
X,Nepeta 'Little Trudy®',#1,6.29,7.38,0,Sep 21,,,,
,Nepeta 'Six Hills Giant',#1,6.29,7.38,671,,Bud & Bloom,,,
,Nepeta 'Walker's Low',#1,6.29,7.38,2034,,Cut Back,,,
,Nepeta kubanica,#1,6.29,7.38,264,,Fair Foliage,,,
,Nepeta 'Souvenir d'André Chaudron',#1,6.29,7.38,272,,Fair Foliage,,,
,Nepeta subsessilis,#1,6.29,7.38,197,,Retail Foliage,,,
,Nipponanthemum nipponicum,#1,6.29,7.38,56,Oct 5,Retail Foliage,,,
,Oenothera fruticosa 'Fireworks',#1,7.59,9.00,299,,Retail Foliage,,,
,Origanum 'Rosenkuppel',#1,6.29,7.38,431,,Retail Foliage,,,
,Pachysandra terminalis 'Green Sheen',1QT,5.04,5.93,190,,Retail Foliage,,,
,Pachysandra terminalis 'Silver Edge',1QT,5.04,5.93,619,,Retail Foliage,,,
X,Packera obovata,2QT,7.44,8.79,0,Sep 28,,,,
,Packera aurea,2QT,7.44,8.79,20,,Retail Foliage,,,
,Paeonia 'America',2GA,24.44,29.12,15,,Fair Foliage,,,
,Paeonia 'Belgravia',2GA,24.44,29.12,39,,Small Looks Good,,,
,Paeonia 'Blaze',2GA,20.70,24.60,58,,Fair Foliage,,,
,Paeonia 'Charlie's White',2GA,11.44,13.62,38,,Fall Color,,,
,Paeonia 'Claire de Lune',2GA,18.72,22.26,22,,Fair Foliage,,,
,Paeonia 'Edulis Superba',2GA,11.44,13.62,33,,Fair Foliage,,,
,Paeonia 'Henry Bockstoce',2GA,16.22,19.29,28,,Small Looks Good,,,
,Paeonia 'Illini Warrior',2GA,18.72,22.26,20,,Fair Foliage,,,
,Paeonia Itoh 'All that Jazz',3GA,62.40,62.40,9,,Fair Foliage,,,
,Paeonia Itoh 'Love Affair',3GA,62.40,62.40,27,,Fair Foliage,,,
,Paeonia Itoh 'Morning Lilac',3GA,62.40,62.40,41,,Fair Foliage,,,
,Paeonia Itoh 'Scarlet Heaven',3GA,52.00,52.00,8,,Fair Foliage,,,
,Paeonia Itoh 'Singing in the Rain',3GA,52.00,52.00,8,,Fair Foliage,,,
,Paeonia Itoh 'Yankee Doodle Dandy',3GA,52.00,52.00,17,,Fair Foliage,,,
,Paeonia 'Karl Rosenfeld',2GA,16.22,19.29,30,,Fall Color,,,
,Paeonia 'Lillian Wild',2GA,16.22,19.29,24,,Fair Foliage,,,
,Paeonia 'Mme. de Vernville',2GA,20.70,24.60,78,,Fall Color,,,
,Paeonia 'Paula Fay',2GA,11.44,13.62,68,,Fair Foliage,,,
,Paeonia 'Peter Brand',2GA,18.72,22.26,12,,Fall Color,,,
,Paeonia 'Red Charm',2GA,16.22,19.29,77,,Fair Foliage,,,
,Paeonia 'Scarlett O’Hara',2GA,18.72,22.26,9,,Fair Foliage,,,
,Paeonia tenuifolia,2GA,62.40,62.40,23,,Fair Foliage,,,
,Papaver orientalis 'Prince of Orange',#1,6.29,7.38,218,,Small Looks Good,,,
,Papaver orientalis 'Royal Wedding',#1,6.29,7.38,133,,Retail Foliage,,,
,Parthenium integrifolium,TRGA,8.32,9.93,223,,Retail Foliage,,,
,Parthenocissus quinquefolia,#1,6.29,7.38,106,,Fair Foliage,,,
X,Patrinia gibbosa,2QT,7.44,8.79,0,Sep 21,,,,
X,Peltoboykinia watanabei,#1,8.68,10.30,0,Sep 21,,,,
,Penstemon 'Dark Towers',#1,7.59,9.00,428,,Retail Foliage,,,
,Penstemon RED ROCKS®,#1,6.29,7.38,137,,Blooming,,,
,Penstemon digitalis LE,#1,7.59,9.00,632,Oct 5,Retail Foliage,,,
,Penstemon dig. 'Huskers Red Improved',#1,6.29,7.38,577,,Retail Foliage,,,
,Penstemon hirsutus LE,#1,7.59,9.00,260,Sep 28,Retail Foliage,,,
,Penstemon hirsutus LE,TRAY 50,77.50,77.50,9,,Ready,,,
,Penstemon smallii,#1,6.29,7.38,210,,Retail Foliage,,,
,Perovskia 'Blue Jean Baby',#1,7.59,9.00,203,,Small Looks Good,,,
X,Perovskia  'Little Spire',#1,7.59,9.00,0,Sep 21,,,,
X,Perovskia atriplicifolia 'CrazyBlue',TRGA,8.32,9.93,0,Oct 5,,,,
X,Perovskia atriplicifolia,TRGA,8.32,9.93,0,Sep 28,,,,
X,Persicaria affinis 'Superba',#1,6.29,7.38,0,Sep 21,,,,
,Persicaria amplexicaulis 'Speciosa',TRGA,8.32,9.93,185,,Blooming,,,
,Persicaria polymorpha,TRGA,8.32,9.93,307,,Retail Foliage,,,
,Phlomis russeliana,#1,6.29,7.38,221,,Retail Foliage,,,
,Phlox 'Violet Pinwheels',2QT,6.08,7.12,121,Oct 5,Retail Foliage,,,
,Phlox carolina 'Kim',#1,6.29,7.38,244,Sep 21,Leafing Out,,,
X,Phlox divaricata 'Blue Moon',#1,6.29,7.38,0,Sep 21,,,,
,Phlox divaricata 'May Breeze',#1,6.29,7.38,395,Sep 21,Retail Foliage,,,
,Phlox  'Triple Play',#1,6.29,7.38,58,,Leafing Out,,,
,Phlox paniculata 'David',#1,6.29,7.38,10,Sep 21,Retail Foliage,,,
,Phlox paniculata 'Early White',#1,6.29,7.38,316,,Bud & Bloom,,,
,Phlox paniculata 'Glamour Girl',TRGA,9.36,11.18,61,,Cut Back,,,
,Phlox paniculata 'Jeana',#1,6.29,7.38,40,Sep 21,Retail Foliage,,,
,Phlox paniculata 'Nicky',#1,6.29,7.38,224,Sep 21,Cut Back,,,
,Phlox paniculata 'Robert Poore',#1,6.29,7.38,165,Sep 21,Retail Foliage,,,
,Phlox stolonifera 'Blue Ridge',2QT,7.44,8.79,220,Sep 28,Retail Foliage,,,
,Phlox stolonifera 'Pink Ridge',2QT,7.44,8.79,177,Sep 28,Retail Foliage,,,
,Phlox stolonifera 'Sherwood Purple',2QT,7.44,8.79,233,Sep 28,Retail Foliage,,,
,Phlox 'Candy Stripe',2QT,6.08,7.12,544,,Retail Foliage,,,
,Phlox 'Drummonds Pink',2QT,6.08,7.12,553,Oct 5,Retail Foliage,,,
,Phlox 'Emerald Cushion Blue',2QT,6.08,7.12,177,Oct 5,Retail Foliage,,,
,Phlox 'Scarlet Flame',2QT,6.08,7.12,916,Oct 5,Retail Foliage,,,
,Phlox 'Snowflake',2QT,6.08,7.12,566,,Retail Foliage,,,
,Physostegia virginiana 'Miss Manners',#1,7.59,9.00,25,Sep 21,Fair Foliage,,,
,Phyteuma scheuchzeri,2QT,6.08,7.12,87,Sep 21,Leafing Out,,,
,Pinellia tripartita,#1,7.59,9.00,86,,Blooming,,,
X,Pityopsis falcata LE,2QT,8.48,10.04,0,Sep 21,,,,
,Platycodon 'Astra Double White',2QT,6.08,7.12,40,,Small Looks Good,,,
,Platycodon 'Astra Single Pink',2QT,6.08,7.12,251,,Small Looks Good,,,
,Polemonium reptans,#1,6.29,7.38,433,,Retail Foliage,,,
,Polemonium 'Touch of Class',#1,7.59,9.00,119,Sep 28,Small Looks Good,,,
,Polemonium yezoense 'Purple Rain',#1,6.29,7.38,135,,Small Looks Good,,,
X,Polygonatum biflorum,#1,7.59,9.00,0,Sep 21,,,,
X,Polygonatum verticillatum 'Rubrum',#1,7.59,9.00,0,Sep 23,,,,
,Potentilla t. 'Monarch's Velvet',#1,6.29,7.38,227,,Retail Foliage,,,
X,Primula x bulleesiana,2QT,6.08,7.12,0,Sep 28,,,,
,Primula denticulata,2QT,6.08,7.12,176,Sep 28,Fair Foliage,,,
X,Primula japonica,2QT,6.08,7.12,0,Sep 28,,,,
X,Primula sieboldii,2QT,6.08,7.12,0,Sep 28,,,,
,Prunella vulgaris ssp. lanceolata,2QT,6.08,7.12,332,,Small Looks Good,,,
X,Pulmonaria 'High Contrast',#1,7.59,9.00,0,Sep 28,,,,
X,Pulmonaria 'Raspberry Splash',#1,7.59,9.00,0,Sep 28,,,,
X,Pulmonaria 'Shrimps on the Barbie',#1,7.59,9.00,0,Sep 28,,,,
X,Pulmonaria 'Silver Bouquet',#1,7.59,9.00,0,Sep 21,,,,
X,Pulmonaria 'Trevi Fountain',#1,8.68,10.30,0,Sep 28,,,,
,Pulsatilla vulgaris,2QT,7.44,8.79,749,,Retail Foliage,,,
,Pulsatilla vulgaris 'Rote Glocke',2QT,7.44,8.79,593,,Retail Foliage,,,
,Pycnanthemum muticum LE,#1,7.59,9.00,518,Oct 5,Retail Foliage,,,
,Pycnanthemum pilosum,#1,7.59,9.00,221,Sep 28,Fair Foliage,,,
,Pycnanthemum tenuifolium LE,#1,7.59,9.00,530,Oct 5,Retail Foliage,,,
,Pycnanthemum tenuifolium LE,TRAY 50,85.00,85.00,20,,Ready,,,
X,Pycnanthemum virginianum LE,#1,7.59,9.00,0,Sep 28,,,,
,Pycnanthemum virginianum LE,TRAY 50,85.00,85.00,45,,Ready,,,
,Ratibida pinnata,#1,6.29,7.38,32,,Retail Foliage,,,
,Rhus aromatica 'Gro-low',TRGA,10.50,12.53,1537,,Retail Foliage,,,
,Rodgersia aesculifolia,TRGA,8.32,9.93,137,,Small Looks Good,,,
,Rodgersia pinnata 'Chocolate Wings',TRGA,10.50,12.53,25,,Small Looks Good,,,
,Rodgersia pinnata 'Braunlaub',TRGA,9.36,11.18,14,,Leafing Out,,,
,Rodgersia 'Bronze Peacock',#1,8.68,10.30,263,,Retail Foliage,,,
,Rodgersia pinnata,TRGA,9.36,11.18,44,,Small Looks Good,,,
,Rubus odoratus LE,TRGA,8.32,9.93,178,Oct 5,Retail Foliage,,,
,Rudbeckia 'American Gold Rush',#1,7.59,9.00,422,,Retail Foliage,,,
,Rudbeckia triloba 'Prairie Glow',#1,6.29,7.38,277,,Retail Foliage,,,
,Rudbeckia fulgida 'Early Bird Gold',#1,7.59,9.00,254,,Retail Foliage,,,
,Rudbeckia fulgida 'Goldsturm',#1,6.29,7.38,679,,Fair Foliage,,,
,Rudbeckia fulgida var. deamii,#1,6.29,7.38,72,Sep 21,Retail Foliage,,,
X,Rudbeckia fulgida v.s.'Little Gold Star',#1,7.59,9.00,0,Sep 21,,,,
,Rudbeckia laciniata LE,#1,7.59,9.00,306,Sep 28,Blooming,,,
,Rudbeckia maxima,TRGA,8.32,9.93,301,,Retail Foliage,,,
,Rudbeckia nitida 'Herbstsonne',TRGA,8.32,9.93,687,,Blooming,,,
,Rudbeckia subtomentosa 'Little Henry',TRGA,8.32,9.93,375,,Bud & Bloom,,,
,Rudbeckia triloba 'Blackjack Gold',#1,6.29,7.38,296,,Budded,,,
,Ruellia humilis,2QT,8.48,10.04,84,,dead,,,
,Ruta graveolens,#1,6.29,7.38,304,,Retail Foliage,,,
,Sagina subulata,"3 1/2""",4.00,4.78,12,,Retail Foliage,,,
,Salvia koyamae,#1,7.59,9.00,173,,Retail Foliage,,,
X,Salvia nemorosa 'Blue Hill',#1,6.29,7.38,0,Sep 21,,,,
,Salvia nemorosa 'Caradonna',#1,6.29,7.38,832,,Small Looks Good,,,
,Salvia 'Eveline',#1,7.59,9.00,316,,Retail Foliage,,,
,Salvia nemorosa 'May Night',#1,6.29,7.38,338,,Retail Foliage,,,
